row,accuracy_point,accuracy_lo95,accuracy_hi95,f1_macro_point,f1_macro_lo95,f1_macro_hi95,mae_point,mae_lo95,mae_hi95,r2_point,r2_lo95,r2_hi95
"Single-frame [0,0,0]",0.6310281635802469,0.4800594376929012,0.7808099440586419,0.6324714301907208,0.4594322791769851,0.7676469339619117,1.6735763497013574,1.406952401951601,2.024595341205731,0.9708510600380803,0.9574835205463705,0.980145788256269
"Short [-3,-1.5,0]",0.6515721450617284,0.4756468219521605,0.7987630208333333,0.6479159044340398,0.45350505508694133,0.7718611158667893,1.4488786006607561,1.2721732473995626,1.6247772101867826,0.9785820642728478,0.9729754897268655,0.9839203307259909
"Standard [-6,-3,0]",0.7055603780864198,0.5535578221450618,0.841309799382716,0.7022526666894832,0.5263295955872416,0.812587062726646,1.32242772245665,1.1377875935285768,1.536369009990231,0.9813698808596744,0.9746836103792615,0.9869847188574598
"Long [-12,-6,0]",0.6709587191358025,0.5093804253472223,0.8093364197530863,0.6679287552047581,0.49604760083186583,0.7857357767220273,1.2411620303586752,1.081282166067876,1.406859140954511,0.9838992467379724,0.9782553669423385,0.9884720605628581
